date,day_of_week,meal_type,is_holiday_or_event,expected_attendance,actual_attendance,planned_prep_kg,actual_consumed_kg,discarded_kg,waste_percentage,is_high_waste,optimal_prep_kg
2025-11-09,Sunday,lunch,1,491,521,218.86,210.11,8.75,4.0,0,216.41
2025-11-09,Sunday,dinner,1,421,425,199.06,161.48,37.58,18.88,1,166.32
2025-11-10,Monday,breakfast,0,438,424,135.46,102.84,32.62,24.08,1,105.93
2025-11-10,Monday,lunch,0,648,691,288.78,246.34,42.44,14.7,1,253.73
2025-11-10,Monday,dinner,0,519,480,240.36,204.76,35.6,14.81,1,210.9
2025-11-11,Tuesday,breakfast,0,477,467,144.39,138.61,5.78,4.0,0,142.77
2025-11-11,Tuesday,lunch,0,626,622,281.74,270.47,11.27,4.0,0,278.58
2025-11-11,Tuesday,dinner,0,537,567,260.39,249.97,10.42,4.0,0,257.47
2025-11-12,Wednesday,breakfast,0,442,435,135.85,130.42,5.43,4.0,0,134.33
2025-11-12,Wednesday,lunch,0,640,640,281.38,270.12,11.26,4.0,0,278.22
2025-11-12,Wednesday,dinner,0,525,503,241.84,151.66,90.18,37.29,1,156.21
2025-11-13,Thursday,breakfast,0,448,450,144.85,139.06,5.79,4.0,0,143.23
2025-11-13,Thursday,lunch,0,582,604,269.41,258.63,10.78,4.0,0,266.39
2025-11-13,Thursday,dinner,0,487,480,231.89,219.44,12.45,5.37,0,226.02
2025-11-14,Friday,breakfast,0,433,433,133.97,89.61,44.36,33.11,1,92.3
2025-11-14,Friday,lunch,0,572,544,260.74,201.24,59.5,22.82,1,207.28
2025-11-14,Friday,dinner,0,426,408,204.45,153.13,51.32,25.1,1,157.72
2025-11-15,Saturday,breakfast,0,238,246,75.98,50.33,25.65,33.76,1,51.84
2025-11-15,Saturday,lunch,0,301,300,131.08,106.88,24.2,18.46,1,110.09
2025-11-15,Saturday,dinner,0,259,244,124.52,96.03,28.49,22.88,1,98.91
2025-11-16,Sunday,breakfast,0,256,248,81.37,74.69,6.68,8.21,0,76.93
2025-11-16,Sunday,lunch,0,325,330,143.85,138.1,5.75,4.0,0,142.24
2025-11-16,Sunday,dinner,0,274,259,127.16,109.31,17.85,14.04,1,112.59
2025-11-17,Monday,breakfast,0,444,450,135.63,123.1,12.53,9.24,0,126.79
2025-11-17,Monday,lunch,0,589,624,269.75,258.96,10.79,4.0,0,266.73
2025-11-17,Monday,dinner,0,492,500,237.36,224.07,13.29,5.6,0,230.79
2025-11-18,Tuesday,breakfast,0,420,437,129.38,124.2,5.18,4.0,0,127.93
2025-11-18,Tuesday,lunch,0,578,580,250.69,224.91,25.78,10.28,0,231.66
2025-11-18,Tuesday,dinner,0,529,519,242.95,233.23,9.72,4.0,0,240.23
2025-11-19,Wednesday,breakfast,0,436,462,133.69,128.34,5.35,4.0,0,132.19
2025-11-19,Wednesday,lunch,0,613,586,281.07,269.83,11.24,4.0,0,277.92
2025-11-19,Wednesday,dinner,0,501,522,229.03,219.87,9.16,4.0,0,226.47
2025-11-20,Thursday,breakfast,0,449,427,144.62,138.84,5.78,4.0,0,143.01
2025-11-20,Thursday,lunch,0,562,571,250.12,230.89,19.23,7.69,0,237.82
2025-11-20,Thursday,dinner,0,491,456,226.82,216.84,9.98,4.4,0,223.35
2025-11-21,Friday,breakfast,0,382,387,122.15,88.57,33.58,27.49,1,91.23
2025-11-21,Friday,lunch,0,507,507,234.86,194.76,40.1,17.07,1,200.6
2025-11-21,Friday,dinner,0,408,381,189.79,87.42,102.37,53.94,1,90.04
2025-11-22,Saturday,breakfast,0,253,253,79.38,76.2,3.18,4.01,0,78.49
2025-11-22,Saturday,lunch,0,308,306,139.59,93.88,45.71,32.75,1,96.7
2025-11-22,Saturday,dinner,0,300,320,138.05,125.84,12.21,8.84,0,129.62
2025-11-23,Sunday,breakfast,0,243,255,75.76,50.29,25.47,33.62,1,51.8
2025-11-23,Sunday,lunch,0,305,306,134.89,129.49,5.4,4.0,0,133.37
2025-11-23,Sunday,dinner,0,280,278,130.25,89.34,40.91,31.41,1,92.02
2025-11-24,Monday,breakfast,0,414,423,126.75,121.68,5.07,4.0,0,125.33
2025-11-24,Monday,lunch,0,569,573,253.65,230.37,23.28,9.18,0,237.28
2025-11-24,Monday,dinner,0,457,428,216.84,135.13,81.71,37.68,1,139.18
2025-11-25,Tuesday,breakfast,0,409,415,124.01,113.99,10.02,8.08,0,117.41
2025-11-25,Tuesday,lunch,0,551,535,245.86,236.03,9.83,4.0,0,243.11
2025-11-25,Tuesday,dinner,0,478,526,230.66,213.1,17.56,7.61,0,219.49
2025-11-26,Wednesday,breakfast,1,449,448,145.7,132.08,13.62,9.35,0,136.04
2025-11-26,Wednesday,lunch,1,542,564,243.48,233.74,9.74,4.0,0,240.75
2025-11-26,Wednesday,dinner,1,463,430,222.76,165.03,57.73,25.92,1,169.98
2025-11-27,Thursday,breakfast,0,437,426,132.15,96.62,35.53,26.89,1,99.52
2025-11-27,Thursday,lunch,0,541,547,238.76,175.29,63.47,26.58,1,180.55
2025-11-27,Thursday,dinner,0,436,409,210.6,171.32,39.28,18.65,1,176.46
2025-11-28,Friday,breakfast,0,393,378,127.24,99.94,27.3,21.46,1,102.94
2025-11-28,Friday,lunch,0,497,488,219.44,168.25,51.19,23.33,1,173.3
2025-11-28,Friday,dinner,0,415,407,197.1,179.16,17.94,9.1,0,184.53
2025-11-29,Saturday,breakfast,1,336,357,102.19,96.34,5.85,5.72,0,99.23
2025-11-29,Saturday,lunch,1,447,482,206.48,194.78,11.7,5.67,0,200.62
2025-11-29,Saturday,dinner,1,373,376,172.75,135.49,37.26,21.57,1,139.55
2025-11-30,Sunday,breakfast,0,198,207,60.58,34.85,25.73,42.47,1,35.9
2025-11-30,Sunday,lunch,0,286,293,126.39,121.33,5.06,4.0,0,124.97
2025-11-30,Sunday,dinner,0,258,268,118.38,113.64,4.74,4.0,0,117.05
2025-12-01,Monday,breakfast,0,396,397,123.1,101.17,21.93,17.81,1,104.21
2025-12-01,Monday,lunch,0,550,546,238.36,228.83,9.53,4.0,0,235.69
2025-12-01,Monday,dinner,0,461,433,223.79,194.09,29.7,13.27,1,199.91
2025-12-02,Tuesday,breakfast,0,402,428,124.65,107.74,16.91,13.57,1,110.97
2025-12-02,Tuesday,lunch,0,527,539,230.13,220.92,9.21,4.0,0,227.55
2025-12-02,Tuesday,dinner,0,485,454,230.35,155.47,74.88,32.51,1,160.13
2025-12-03,Wednesday,breakfast,0,393,385,124.09,99.27,24.82,20.0,1,102.25
2025-12-03,Wednesday,lunch,0,574,566,252.33,214.95,37.38,14.81,1,221.4
2025-12-03,Wednesday,dinner,0,487,453,230.74,159.02,71.72,31.08,1,163.79
2025-12-04,Thursday,breakfast,0,441,430,137.99,131.87,6.12,4.44,0,135.83
2025-12-04,Thursday,lunch,0,540,553,235.18,210.32,24.86,10.57,0,216.63
2025-12-04,Thursday,dinner,0,484,457,220.45,211.63,8.82,4.0,0,217.98
2025-12-05,Friday,breakfast,0,344,354,107.01,89.63,17.38,16.24,1,92.32
2025-12-05,Friday,lunch,0,490,463,216.5,183.94,32.56,15.04,1,189.46
2025-12-05,Friday,dinner,0,427,462,206.38,198.12,8.26,4.0,0,204.06
2025-12-06,Saturday,breakfast,1,378,369,122.07,95.4,26.67,21.85,1,98.26
2025-12-06,Saturday,lunch,1,418,387,190.74,163.65,27.09,14.2,1,168.56
2025-12-06,Saturday,dinner,1,371,382,179.27,172.1,7.17,4.0,0,177.26
2025-12-07,Sunday,breakfast,0,196,194,62.54,52.93,9.61,15.37,1,54.52
2025-12-07,Sunday,lunch,0,318,322,141.9,126.83,15.07,10.62,0,130.63
2025-12-07,Sunday,dinner,0,213,211,103.13,99.0,4.13,4.0,0,101.97
2025-12-08,Monday,breakfast,0,421,409,131.4,126.14,5.26,4.0,0,129.92
2025-12-08,Monday,lunch,0,544,571,248.83,233.87,14.96,6.01,0,240.89
2025-12-08,Monday,dinner,0,480,498,231.36,222.11,9.25,4.0,0,228.77
2025-12-09,Tuesday,breakfast,0,403,400,125.5,100.91,24.59,19.59,1,103.94
2025-12-09,Tuesday,lunch,0,591,569,267.32,256.63,10.69,4.0,0,264.33
2025-12-09,Tuesday,dinner,0,481,463,227.0,173.25,53.75,23.68,1,178.45
2025-12-10,Wednesday,breakfast,0,396,393,121.67,116.8,4.87,4.0,0,120.3
2025-12-10,Wednesday,lunch,0,552,567,246.86,228.83,18.03,7.3,0,235.69
2025-12-10,Wednesday,dinner,0,489,464,229.15,219.98,9.17,4.0,0,226.58
2025-12-11,Thursday,breakfast,0,411,404,124.3,119.33,4.97,4.0,0,122.91
2025-12-11,Thursday,lunch,0,532,536,232.43,223.13,9.3,4.0,0,229.82
2025-12-11,Thursday,dinner,0,486,523,232.39,151.55,80.84,34.79,1,156.1
2025-12-12,Friday,breakfast,0,393,381,126.74,110.42,16.32,12.88,1,113.73
2025-12-12,Friday,lunch,0,494,474,226.3,142.8,83.5,36.9,1,147.08
2025-12-12,Friday,dinner,0,456,482,212.05,199.5,12.55,5.92,0,205.49
2025-12-13,Saturday,breakfast,1,346,353,106.04,77.52,28.52,26.9,1,79.85
2025-12-13,Saturday,lunch,1,442,448,199.93,191.93,8.0,4.0,0,197.69
2025-12-13,Saturday,dinner,1,368,356,167.44,160.74,6.7,4.0,0,165.56
2025-12-14,Sunday,breakfast,0,193,196,60.25,57.84,2.41,4.0,0,59.58
2025-12-14,Sunday,lunch,0,309,320,136.05,120.95,15.1,11.1,0,124.58
2025-12-14,Sunday,dinner,0,248,278,117.5,112.8,4.7,4.0,0,116.18
2025-12-15,Monday,breakfast,0,414,391,130.92,110.99,19.93,15.22,1,114.32
2025-12-15,Monday,lunch,0,565,528,256.13,223.22,32.91,12.85,1,229.92
2025-12-15,Monday,dinner,0,505,546,237.38,150.66,86.72,36.53,1,155.18
2025-12-16,Tuesday,breakfast,0,431,400,138.11,113.8,24.31,17.6,1,117.21
2025-12-16,Tuesday,lunch,0,604,580,269.39,247.43,21.96,8.15,0,254.85
2025-12-16,Tuesday,dinner,0,447,459,216.62,186.53,30.09,13.89,1,192.13
2025-12-17,Wednesday,breakfast,0,384,384,122.46,106.95,15.51,12.67,1,110.16
2025-12-17,Wednesday,lunch,0,557,573,240.84,221.21,19.63,8.15,0,227.85
2025-12-17,Wednesday,dinner,0,515,524,242.0,232.32,9.68,4.0,0,239.29
2025-12-18,Thursday,breakfast,0,435,432,135.73,86.49,49.24,36.28,1,89.08
2025-12-18,Thursday,lunch,0,561,578,245.85,236.02,9.83,4.0,0,243.1
2025-12-18,Thursday,dinner,0,485,487,221.94,181.56,40.38,18.19,1,187.01
2025-12-19,Friday,breakfast,0,385,373,123.7,94.73,28.97,23.42,1,97.57
2025-12-19,Friday,lunch,0,484,482,218.03,176.83,41.2,18.9,1,182.13
2025-12-19,Friday,dinner,0,402,417,186.61,167.07,19.54,10.47,0,172.08
2025-12-20,Saturday,breakfast,0,221,223,71.61,58.8,12.81,17.89,1,60.56
2025-12-20,Saturday,lunch,0,349,362,153.95,128.97,24.98,16.23,1,132.84
2025-12-20,Saturday,dinner,0,312,337,144.48,138.7,5.78,4.0,0,142.86
2025-12-21,Sunday,breakfast,0,249,246,75.61,72.59,3.02,3.99,0,74.77
2025-12-21,Sunday,lunch,0,318,332,139.92,134.32,5.6,4.0,0,138.35
2025-12-21,Sunday,dinner,0,289,283,136.52,100.23,36.29,26.58,1,103.24
2025-12-22,Monday,breakfast,0,437,466,132.93,92.43,40.5,30.47,1,95.2
2025-12-22,Monday,lunch,0,592,597,266.65,246.71,19.94,7.48,0,254.11
2025-12-22,Monday,dinner,0,475,463,229.5,220.32,9.18,4.0,0,226.93
2025-12-23,Tuesday,breakfast,0,455,461,143.95,119.95,24.0,16.67,1,123.55
2025-12-23,Tuesday,lunch,0,571,592,252.17,242.08,10.09,4.0,0,249.34
2025-12-23,Tuesday,dinner,0,510,492,239.46,226.03,13.43,5.61,0,232.81
2025-12-24,Wednesday,breakfast,0,416,414,130.16,110.83,19.33,14.85,1,114.15
2025-12-24,Wednesday,lunch,0,582,573,255.21,215.19,40.02,15.68,1,221.65
2025-12-24,Wednesday,dinner,0,530,520,241.02,220.21,20.81,8.63,0,226.82
2025-12-25,Thursday,breakfast,0,471,465,151.77,132.05,19.72,12.99,1,136.01
2025-12-25,Thursday,lunch,0,576,570,264.12,253.56,10.56,4.0,0,261.17
2025-12-25,Thursday,dinner,0,482,516,233.83,183.8,50.03,21.4,1,189.31
2025-12-26,Friday,breakfast,0,378,397,122.18,117.29,4.89,4.0,0,120.81
2025-12-26,Friday,lunch,0,549,532,250.14,207.64,42.5,16.99,1,213.87
2025-12-26,Friday,dinner,0,444,422,216.06,145.06,71.0,32.86,1,149.41
2025-12-27,Saturday,breakfast,0,274,286,88.85,85.3,3.55,4.0,0,87.86
2025-12-27,Saturday,lunch,0,320,336,140.09,130.63,9.46,6.75,0,134.55
2025-12-27,Saturday,dinner,0,303,291,141.45,100.13,41.32,29.21,1,103.13
2025-12-28,Sunday,breakfast,0,291,278,88.38,84.84,3.54,4.01,0,87.39
2025-12-28,Sunday,lunch,0,326,295,142.58,97.5,45.08,31.62,1,100.42
2025-12-28,Sunday,dinner,0,248,249,119.86,93.5,26.36,21.99,1,96.31
2025-12-29,Monday,breakfast,0,460,434,145.95,140.11,5.84,4.0,0,144.31
2025-12-29,Monday,lunch,0,592,596,255.88,144.68,111.2,43.46,1,149.02
2025-12-29,Monday,dinner,0,536,570,243.82,234.07,9.75,4.0,0,241.09
2025-12-30,Tuesday,breakfast,0,456,457,147.19,65.96,81.23,55.19,1,67.94
2025-12-30,Tuesday,lunch,0,622,672,284.58,263.53,21.05,7.4,0,271.44
2025-12-30,Tuesday,dinner,0,540,476,262.48,182.76,79.72,30.37,1,188.24
2025-12-31,Wednesday,breakfast,0,449,454,144.46,109.74,34.72,24.03,1,113.03
2025-12-31,Wednesday,lunch,0,612,544,281.57,260.67,20.9,7.42,0,268.49
2025-12-31,Wednesday,dinner,0,531,518,250.81,150.05,100.76,40.17,1,154.55
